name,datetime,humidity,precip,precipcover,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,sunrise,sunset,tempmax c,tempmin c,avgtemp c,feelslikemax c,feelslikemin c,avgfeelsliketemp c,dewpoint c
Penal-Debe,2015-12-27,96.0,25.0952,8.33,15.0,93.7,1012.3,75.6,4.6,197.5,17.1,22850,64365,28.0,22.8,23.8,32.7,22.8,24.0,23.1
Penal-Debe,2015-12-28,85.0,12.496799999999999,4.17,16.1,97.1,1013.1,54.7,6.9,192.2,16.6,22877,64397,31.0,22.9,26.2,35.5,22.9,27.6,23.2
Penal-Debe,2015-12-29,87.7,0.6096,4.17,18.3,100.1,1015.8,61.3,6.5,177.0,15.4,22904,64429,30.0,23.0,26.3,36.2,23.0,27.7,23.9
Penal-Debe,2015-12-30,85.1,5.9944,8.33,17.2,105.4,1016.1,45.1,6.4,217.7,18.9,22930,64461,30.1,23.8,26.2,35.1,23.8,27.6,23.3
Penal-Debe,2015-12-31,85.3,3.9878,4.17,16.1,101.1,1014.7,35.5,6.8,215.4,18.7,22955,64493,29.0,23.0,25.6,33.6,23.0,26.9,22.8
Penal-Debe,2016-01-01,92.2,7.594599999999999,12.5,17.2,100.3,1013.7,45.3,6.2,186.2,16.3,22980,64525,28.0,22.0,24.7,32.3,22.0,25.4,23.3
Penal-Debe,2016-01-02,75.8,0.0,0.0,17.2,96.4,1013.9,25.8,6.2,223.8,19.2,23311,65416,32.0,23.0,26.5,35.4,23.0,27.6,21.4
Penal-Debe,2016-01-03,75.4,0.0,0.0,17.2,99.7,1013.6,47.0,5.5,267.1,23.0,22792,65775,33.0,22.9,27.3,37.1,22.9,28.8,22.2
Penal-Debe,2016-01-04,85.8,7.391399999999999,12.5,21.9,100.8,1014.3,57.7,5.5,221.2,19.0,21757,65786,30.6,25.0,26.7,36.9,25.0,28.4,24.1
Penal-Debe,2016-01-05,89.4,73.6092,8.33,17.2,104.7,1013.2,73.6,5.6,70.6,6.2,20885,65861,27.0,22.0,25.3,30.6,22.0,25.8,23.3
Penal-Debe,2016-01-06,93.4,50.3174,12.5,18.3,108.4,1013.5,57.7,5.9,195.1,16.9,20600,66252,28.0,24.0,25.4,33.6,24.0,26.0,24.3
Penal-Debe,2016-01-07,77.3,0.0,0.0,12.8,107.3,1014.4,45.7,7.1,266.3,23.1,20914,66658,34.0,23.2,28.1,38.3,23.2,30.3,23.3
Penal-Debe,2016-01-08,77.7,0.1016,4.17,18.3,101.7,1012.5,41.0,7.3,237.9,20.6,21317,66528,33.8,24.0,28.7,40.6,24.0,32.3,24.1
Penal-Debe,2016-01-09,82.7,0.1016,4.17,16.1,107.3,1013.1,53.6,7.4,138.7,12.0,21383,65682,34.0,25.0,28.1,42.0,25.0,31.4,24.6
Penal-Debe,2016-01-10,80.7,0.1016,4.17,16.1,111.9,1009.1,33.2,7.1,250.7,21.6,21261,64564,33.0,24.9,27.9,39.3,24.9,31.0,24.1
Penal-Debe,2016-01-11,78.2,0.1016,4.17,11.4,137.7,1008.6,45.9,6.8,216.1,18.8,21393,63719,33.1,25.0,28.7,40.6,25.0,32.2,24.2
Penal-Debe,2016-01-12,86.7,2.9972,8.33,13.9,100.2,1011.6,45.1,6.7,129.2,11.0,22077,63728,32.8,24.0,27.0,40.2,24.0,29.3,24.4
Penal-Debe,2016-01-13,78.0,0.0,0.0,8.1,104.1,1013.4,37.4,8.0,253.2,21.7,23216,64909,33.0,20.9,25.6,36.1,20.9,26.8,21.1
Penal-Debe,2016-01-14,82.9,0.1016,4.17,13.9,77.0,1013.5,57.9,7.0,224.7,19.3,23230,64940,31.0,20.7,24.9,33.9,20.7,25.8,21.6
Penal-Debe,2016-01-15,75.5,0.0,0.0,11.9,92.9,1012.9,57.7,8.2,220.3,18.9,23243,64971,32.0,22.8,26.4,35.3,22.8,27.4,21.3
Penal-Debe,2016-01-16,78.0,0.0,0.0,15.0,92.9,1012.6,36.3,7.8,222.8,19.1,23255,65001,31.8,21.0,25.6,34.7,21.0,26.7,21.1
Penal-Debe,2016-01-17,78.6,0.0,0.0,13.9,125.3,1012.9,38.6,7.3,226.1,19.4,23266,65030,32.0,20.9,25.8,35.8,20.9,27.2,21.4
Penal-Debe,2016-01-18,79.0,2.1082,8.33,16.1,101.7,1012.7,45.2,7.2,195.2,16.9,23276,65059,31.1,23.1,26.3,34.7,23.1,27.3,21.9
Penal-Debe,2016-01-19,79.1,0.0,0.0,13.9,95.2,1013.5,32.2,8.3,227.4,19.7,23286,65088,32.1,21.0,25.9,34.9,21.0,27.1,21.6
Penal-Debe,2016-01-20,77.9,0.4064,8.33,17.2,95.0,1013.4,45.5,7.5,228.0,19.6,23294,65117,32.0,22.9,26.2,34.9,22.9,27.3,21.7
Penal-Debe,2016-01-21,81.5,0.0,0.0,16.1,102.6,1013.4,52.4,6.6,228.7,19.8,23301,65145,31.2,22.0,26.1,35.5,22.0,27.3,22.3
Penal-Debe,2016-01-22,77.6,0.2032,4.17,16.1,101.5,1014.3,43.9,6.9,235.6,20.4,23307,65172,31.0,23.0,26.0,33.1,23.0,26.7,21.4
Penal-Debe,2016-01-23,80.9,1.1176,8.33,15.0,111.9,1014.6,64.8,7.0,202.1,17.6,23312,65199,30.0,23.0,25.6,33.8,23.0,26.5,21.8
Penal-Debe,2016-01-24,77.3,0.0,0.0,16.1,121.2,1014.0,29.1,7.5,224.2,19.4,23316,65225,32.0,22.0,26.1,34.9,22.0,27.1,21.4
Penal-Debe,2016-01-25,78.3,0.0,0.0,13.9,104.6,1015.8,31.5,6.8,226.7,19.7,23319,65251,32.0,22.0,26.4,35.8,22.0,27.9,22.0
Penal-Debe,2016-01-26,76.7,0.0,0.0,20.8,93.4,1015.6,34.0,6.4,212.9,18.5,23321,65276,32.0,24.0,26.6,34.9,24.0,27.9,21.9
Penal-Debe,2016-01-27,72.3,0.1016,4.17,18.3,97.2,1015.3,40.0,6.7,244.3,21.1,23322,65301,31.0,24.0,26.6,33.7,24.0,27.4,20.8
Penal-Debe,2016-01-28,79.6,1.016,8.33,18.3,97.9,1014.6,49.3,6.6,198.7,17.1,23322,65325,30.0,22.9,25.8,33.3,22.9,26.9,21.8
Penal-Debe,2016-01-29,75.5,0.0,0.0,16.1,111.0,1013.7,30.1,6.7,230.1,19.8,23321,65349,31.1,23.0,26.2,33.8,23.0,27.3,21.2
Penal-Debe,2016-01-30,73.9,0.0,0.0,16.1,105.0,1014.0,40.2,6.9,237.6,20.4,23318,65372,32.0,23.0,26.3,34.9,23.0,27.4,21.0
Penal-Debe,2016-01-31,75.0,0.508,4.17,16.1,99.7,1014.3,45.0,6.1,237.9,20.5,23315,65394,32.0,23.0,26.5,33.7,23.0,27.4,21.3
Penal-Debe,2016-02-01,85.5,2.9972,4.17,20.8,95.2,1013.6,35.0,7.2,195.8,17.0,23004,64558,29.1,23.0,25.8,32.8,23.0,27.0,22.9
Penal-Debe,2016-02-02,75.4,0.0,0.0,15.0,99.4,1013.2,23.7,6.7,244.7,21.1,23306,65437,33.0,22.0,26.4,36.1,22.0,27.5,21.3
Penal-Debe,2016-02-03,74.4,0.0,0.0,13.9,96.3,1013.8,53.6,5.6,258.9,22.3,22764,65779,33.2,24.0,27.3,36.4,24.0,28.7,21.9
Penal-Debe,2016-02-04,77.4,24.409399999999998,4.17,19.7,91.6,1013.2,44.9,6.8,264.1,22.9,21722,65785,32.0,24.0,27.3,35.8,24.0,28.9,22.7
Penal-Debe,2016-02-05,87.4,9.9822,8.33,16.1,88.3,1014.2,73.1,6.6,132.0,11.5,20864,65869,30.2,23.0,26.1,35.4,23.0,27.3,23.7
Penal-Debe,2016-02-06,83.8,4.9022,8.33,18.3,94.2,1014.0,53.9,5.8,254.9,22.1,20603,66268,32.2,24.0,27.6,38.0,24.0,30.3,24.3
Penal-Debe,2016-02-07,79.9,0.7874,4.17,20.8,96.9,1014.8,42.2,7.1,243.4,21.0,20930,66665,32.0,25.0,27.9,39.2,25.0,30.9,23.9
Penal-Debe,2016-02-08,78.5,2.2097999999999995,8.33,17.2,103.6,1013.3,34.7,7.0,263.4,22.8,21325,66511,33.0,24.0,28.4,40.6,24.0,31.8,24.1
Penal-Debe,2016-02-09,79.3,5.0038,8.33,17.2,100.3,1013.9,52.1,7.4,246.2,21.2,21380,65647,34.0,25.0,28.3,40.6,25.0,31.1,24.1
Penal-Debe,2016-02-10,90.2,14.097000000000001,8.33,16.1,97.5,1010.3,56.9,6.4,233.0,20.1,21258,64528,31.0,24.7,26.6,39.1,24.7,28.4,24.8
Penal-Debe,2016-02-11,80.8,0.0,0.0,9.2,125.3,1009.7,38.5,7.1,196.1,17.1,21407,63704,32.0,25.2,28.3,39.2,25.2,31.6,24.5
Penal-Debe,2016-02-12,79.8,0.1016,4.17,20.8,101.1,1012.6,32.9,7.7,227.4,19.6,22107,63744,33.0,23.9,27.5,37.9,23.9,29.6,23.3
Penal-Debe,2016-02-13,76.5,0.1016,4.17,17.2,104.5,1014.1,32.8,6.0,240.4,20.9,23183,65626,31.2,23.0,26.3,33.9,23.0,27.2,21.5
Penal-Debe,2016-02-14,76.5,0.0,0.0,16.1,111.9,1012.7,32.8,6.7,268.7,23.4,23166,65640,31.0,22.7,26.1,33.1,22.7,26.9,21.2
Penal-Debe,2016-02-15,77.0,0.0,0.0,15.0,112.2,1012.5,33.2,6.6,269.6,23.3,23148,65652,32.0,22.0,26.6,35.8,22.0,27.8,21.8
Penal-Debe,2016-02-16,78.8,0.0,0.0,18.3,106.9,1012.0,47.2,6.0,238.6,20.5,23130,65664,31.0,24.9,27.2,35.5,24.9,29.1,23.1
Penal-Debe,2016-02-17,75.9,0.0,0.0,23.0,97.8,1013.1,39.4,6.9,248.3,21.5,23111,65676,33.0,24.0,27.4,36.1,24.0,29.0,22.5
Penal-Debe,2016-02-18,76.2,0.3048,12.5,18.3,113.1,1013.4,45.5,6.8,246.8,21.3,23091,65687,31.9,23.0,27.0,34.8,23.0,28.2,21.9
Penal-Debe,2016-02-19,77.0,0.0,0.0,16.1,105.4,1013.1,43.5,6.8,266.2,22.8,23070,65697,33.0,23.0,26.9,36.1,23.0,28.2,22.1
Penal-Debe,2016-02-20,74.8,0.0,0.0,18.3,91.6,1012.1,48.5,7.2,271.9,23.6,23048,65707,33.0,22.9,26.9,36.1,22.9,28.1,21.6
Penal-Debe,2016-02-21,74.9,0.0,0.0,16.1,98.8,1011.1,39.8,6.7,283.0,24.4,23025,65716,33.0,21.0,26.2,34.6,21.0,27.1,20.7
Penal-Debe,2016-02-22,75.0,0.1016,4.17,16.1,101.1,1011.2,42.0,7.2,253.5,22.0,23002,65725,32.2,22.0,26.6,35.1,22.0,27.6,21.4
Penal-Debe,2016-02-23,75.4,0.0,0.0,17.2,103.7,1013.1,44.7,6.9,261.8,22.7,22978,65733,32.0,23.7,27.0,34.9,23.7,28.3,22.0
Penal-Debe,2016-02-24,79.3,1.397,4.17,18.3,102.1,1013.9,54.5,6.8,218.0,18.9,22954,65740,32.1,24.0,27.1,35.8,24.0,28.7,22.8
Penal-Debe,2016-02-25,75.5,0.0,0.0,19.7,107.4,1013.5,42.8,6.9,255.8,22.1,22928,65747,32.0,23.9,27.3,35.8,23.9,28.6,22.1
Penal-Debe,2016-02-26,76.0,0.508,8.33,18.3,106.3,1013.5,45.1,7.2,246.2,21.3,22902,65754,31.1,21.9,25.9,33.2,21.9,26.9,21.1
Penal-Debe,2016-02-27,75.6,0.0,0.0,15.0,114.4,1013.3,37.6,7.4,262.3,22.7,22876,65760,33.0,22.0,26.6,36.1,22.0,27.9,21.5
Penal-Debe,2016-02-28,75.7,0.1016,4.17,18.3,107.5,1013.1,38.3,5.8,258.6,22.6,22849,65765,33.0,24.0,27.4,37.1,24.0,29.1,22.4
Penal-Debe,2016-02-29,75.4,0.0,0.0,15.0,105.6,1013.4,44.9,6.3,257.9,22.4,22821,65770,32.2,24.9,27.7,35.8,24.9,29.3,22.6
Penal-Debe,2016-03-01,85.7,0.0,0.0,18.3,90.5,1013.6,47.5,6.9,219.8,19.1,23027,64590,30.0,22.8,25.8,33.8,22.8,27.1,23.0
Penal-Debe,2016-03-02,77.1,0.0,0.0,13.9,102.0,1012.5,26.5,6.8,233.7,20.1,23299,65457,33.3,21.0,26.2,37.8,21.0,27.5,21.4
Penal-Debe,2016-03-03,73.7,0.0,0.0,15.0,102.6,1012.6,36.9,6.6,278.0,23.9,22734,65783,33.1,22.8,27.2,36.1,22.8,28.3,21.4
Penal-Debe,2016-03-04,73.7,0.1016,4.17,18.3,102.6,1013.4,39.0,7.2,271.6,23.4,21688,65785,34.0,23.9,27.8,37.3,23.9,29.3,22.2
Penal-Debe,2016-03-05,77.6,18.4912,4.17,13.9,97.8,1014.3,57.5,7.3,210.5,18.1,20844,65877,32.0,24.0,27.6,35.5,24.0,29.3,22.9
Penal-Debe,2016-03-06,84.0,8.7884,8.33,17.2,100.2,1013.2,48.4,6.6,253.8,22.0,20606,66284,32.0,25.0,27.4,37.9,25.0,29.9,24.3
Penal-Debe,2016-03-07,75.4,0.0,0.0,17.2,94.8,1014.9,41.7,7.1,246.1,21.2,20945,66671,32.0,23.9,28.1,36.8,23.9,30.4,23.1
Penal-Debe,2016-03-08,82.1,14.604999999999999,12.5,17.2,100.9,1013.3,44.0,6.9,194.6,16.6,21333,66493,32.1,25.0,28.0,39.2,25.0,30.9,24.4
Penal-Debe,2016-03-09,87.7,25.222199999999997,12.5,10.3,91.0,1011.9,44.2,6.4,255.2,22.1,21376,65611,33.0,25.0,27.2,40.6,25.0,29.6,24.8
Penal-Debe,2016-03-10,89.0,2.9972,4.17,16.1,111.7,1010.8,44.5,6.8,222.6,19.4,21256,64493,32.0,24.9,27.2,40.7,24.9,30.3,25.1
Penal-Debe,2016-03-11,79.6,0.0,0.0,13.9,109.1,1010.5,47.1,6.8,229.6,19.8,21421,63690,33.0,26.0,28.8,39.3,26.0,32.7,24.7
Penal-Debe,2016-03-12,80.4,0.0,0.0,20.8,96.1,1011.9,36.5,6.8,214.3,18.7,22138,63761,32.0,23.9,27.3,37.9,23.9,29.4,23.4
Penal-Debe,2016-03-13,77.4,0.0,0.0,15.0,100.0,1013.6,50.9,7.2,251.3,21.6,22416,65801,33.0,22.0,27.3,38.1,22.0,29.3,22.6
Penal-Debe,2016-03-14,75.7,0.0,0.0,12.8,109.3,1013.9,45.4,7.3,282.1,24.4,22382,65801,34.0,23.9,28.2,39.4,23.9,30.4,23.1
Penal-Debe,2016-03-15,74.0,0.0,0.0,13.9,104.8,1013.5,41.7,7.2,260.0,22.6,22348,65801,34.1,23.8,28.0,37.6,23.8,29.6,22.4
Penal-Debe,2016-03-16,72.1,0.0,0.0,13.9,119.2,1013.0,35.6,7.7,281.6,24.3,22314,65801,34.0,24.0,27.7,37.3,24.0,29.1,21.8
Penal-Debe,2016-03-17,70.3,0.0,0.0,17.2,109.0,1013.0,35.9,8.3,286.1,24.7,22280,65801,33.1,23.9,27.9,35.8,23.9,29.3,21.5
Penal-Debe,2016-03-18,71.8,0.0,0.0,16.1,102.5,1013.3,46.0,7.0,267.0,23.1,22245,65800,32.2,24.0,27.6,35.8,24.0,29.0,21.7
Penal-Debe,2016-03-19,71.0,0.0,0.0,18.3,102.9,1013.5,45.1,6.7,275.8,23.8,22211,65800,34.0,23.9,28.2,35.8,23.9,29.7,21.8
Penal-Debe,2016-03-20,75.6,0.0,0.0,15.0,106.9,1013.8,39.9,7.1,272.7,23.4,22176,65799,33.0,23.9,27.7,37.1,23.9,29.5,22.6
Penal-Debe,2016-03-21,73.2,0.0,0.0,19.7,103.7,1014.5,42.8,7.0,284.6,24.6,22141,65798,33.2,25.0,28.4,37.4,25.0,30.4,22.8
Penal-Debe,2016-03-22,72.5,0.0,0.0,16.1,106.4,1015.0,54.7,6.7,269.4,23.3,22106,65797,33.0,25.0,28.1,37.1,25.0,29.7,22.4
Penal-Debe,2016-03-23,70.6,0.0,0.0,21.9,92.7,1015.0,42.1,7.1,279.3,24.1,22071,65796,34.0,24.1,28.2,37.3,24.1,29.9,21.9
Penal-Debe,2016-03-24,71.7,0.0,0.0,18.3,98.4,1014.5,32.0,6.8,282.7,24.5,22036,65795,33.1,23.8,27.4,35.4,23.8,28.7,21.4
Penal-Debe,2016-03-25,65.8,0.0,0.0,17.2,97.3,1014.0,26.2,6.9,297.3,25.9,22001,65794,33.2,23.2,27.6,35.4,23.2,28.3,20.0
Penal-Debe,2016-03-26,66.2,0.0,0.0,18.3,95.3,1015.3,31.0,6.8,277.0,23.9,21966,65793,33.1,23.0,27.6,34.5,23.0,28.5,20.2
Penal-Debe,2016-03-27,67.6,0.0,0.0,17.2,100.1,1014.9,33.6,7.3,279.3,24.2,21931,65792,33.2,23.0,27.9,35.4,23.0,29.0,20.9
Penal-Debe,2016-03-28,68.3,0.0,0.0,17.2,96.5,1014.4,34.5,7.3,276.6,23.8,21896,65790,34.0,24.0,28.1,37.3,24.0,29.3,21.2
Penal-Debe,2016-03-29,72.9,0.0,0.0,17.2,109.4,1014.1,33.0,7.1,267.5,23.0,21861,65789,34.0,23.0,27.6,37.3,23.0,29.0,21.8
Penal-Debe,2016-03-30,73.7,0.0,0.0,16.1,102.0,1013.9,32.8,7.1,258.6,22.3,21826,65788,33.0,24.0,28.0,37.1,24.0,29.8,22.4
Penal-Debe,2016-03-31,76.6,0.0,0.0,18.3,105.4,1014.5,53.4,6.8,208.3,18.0,21791,65787,31.0,25.8,28.1,35.5,25.8,30.7,23.4
Penal-Debe,2016-04-01,90.1,3.4036,8.33,23.0,110.2,1013.2,66.1,5.6,204.4,17.8,23049,64623,30.1,23.0,25.6,35.4,23.0,27.1,23.7
Penal-Debe,2016-04-02,81.3,6.1975999999999996,8.33,13.9,84.6,1011.9,32.2,6.1,246.8,21.3,23292,65477,31.0,21.3,25.6,34.6,21.3,26.8,21.9
Penal-Debe,2016-04-03,75.5,0.0,0.0,16.1,102.9,1012.7,36.2,6.6,274.1,23.7,22704,65786,32.9,22.7,26.8,35.3,22.7,28.2,21.7
Penal-Debe,2016-04-04,73.5,0.1016,4.17,17.2,91.7,1014.0,40.5,7.4,273.6,23.5,21654,65784,33.0,24.0,27.8,36.8,24.0,29.4,22.2
Penal-Debe,2016-04-05,79.6,0.0,0.0,17.2,116.4,1013.2,45.4,6.9,266.7,23.0,20825,65885,32.0,24.0,27.4,37.9,24.0,29.6,23.4
Penal-Debe,2016-04-06,77.5,0.0,0.0,18.3,97.7,1012.9,30.3,7.1,287.2,24.7,20611,66301,33.0,24.0,28.1,39.3,24.0,30.6,23.5
Penal-Debe,2016-04-07,85.4,3.9878,4.17,16.1,100.3,1015.0,61.5,6.1,218.7,19.0,20960,66677,32.0,25.0,27.6,39.2,25.0,30.5,24.7
Penal-Debe,2016-04-08,85.8,4.9784,8.33,15.0,343.2,1012.9,64.3,7.0,221.8,19.1,21340,66474,32.7,24.0,27.3,40.7,24.0,30.0,24.6
Penal-Debe,2016-04-09,85.3,0.0,0.0,13.9,259.0,1010.5,38.4,6.7,270.1,23.4,21373,65575,32.0,23.9,27.2,37.9,23.9,29.7,24.3
Penal-Debe,2016-04-10,80.7,0.0,0.0,17.2,112.3,1011.8,39.8,6.9,269.4,23.3,21254,64458,34.0,25.0,28.6,40.6,25.0,31.8,24.6
Penal-Debe,2016-04-11,84.7,2.9972,4.17,13.9,108.3,1011.6,52.1,7.1,229.9,19.9,21436,63677,32.0,25.7,27.8,40.7,25.7,30.6,24.8
Penal-Debe,2016-04-12,81.7,0.2032,4.17,13.9,83.1,1011.9,37.9,7.1,208.6,18.0,22169,63779,32.8,23.0,27.1,37.9,23.0,29.2,23.5
Penal-Debe,2016-04-13,71.0,0.0,0.0,23.0,105.7,1011.8,47.1,7.9,287.7,24.9,21361,65787,35.0,24.0,28.2,38.6,24.0,29.8,21.9
Penal-Debe,2016-04-14,72.9,0.0,0.0,10.3,115.0,1011.5,55.2,6.6,247.2,21.5,21330,65788,35.0,23.9,28.3,39.6,23.9,30.3,22.6
Penal-Debe,2016-04-15,74.5,0.0,0.0,16.1,100.4,1011.1,50.9,7.5,259.8,22.5,21299,65790,34.0,23.0,28.2,39.4,23.0,30.9,22.9
Penal-Debe,2016-04-16,76.9,0.1016,4.17,12.8,107.9,1011.0,52.3,7.0,252.6,21.7,21269,65792,35.0,26.0,28.8,40.7,26.0,32.2,24.1
Penal-Debe,2016-04-17,75.6,0.0,0.0,15.0,109.3,1012.2,56.9,7.2,274.0,23.7,21240,65794,34.0,25.0,28.7,38.3,25.0,31.7,23.6
Penal-Debe,2016-04-18,73.1,0.0,0.0,13.9,112.7,1012.0,44.5,7.1,287.5,24.9,21211,65797,34.9,25.7,29.1,39.4,25.7,31.7,23.3
Penal-Debe,2016-04-19,71.2,0.0,0.0,15.0,106.4,1011.3,48.5,6.7,271.7,23.4,21182,65799,34.0,25.8,29.2,39.4,25.8,32.0,23.1
Penal-Debe,2016-04-20,74.8,0.0,0.0,15.0,110.7,1010.9,51.3,6.9,225.3,19.5,21154,65803,35.0,25.8,29.0,40.7,25.8,32.2,23.7
Penal-Debe,2016-04-21,73.6,0.0,0.0,13.9,103.8,1011.8,45.0,7.0,203.4,17.7,21127,65806,35.0,26.0,29.4,40.7,26.0,33.1,23.8
Penal-Debe,2016-04-22,88.4,5.9944,4.17,11.4,93.3,1013.3,58.2,6.2,196.4,17.0,21100,65810,28.0,25.0,26.9,32.7,25.0,29.5,24.8
Penal-Debe,2016-04-23,77.0,0.1016,4.17,20.8,96.2,1012.1,55.0,6.7,258.6,22.4,21074,65814,33.0,25.9,28.6,39.3,25.9,32.0,23.9
Penal-Debe,2016-04-24,73.4,0.0,0.0,17.2,111.6,1011.5,52.2,6.7,295.9,25.6,21048,65819,34.0,25.0,28.6,37.3,25.0,30.6,22.9
Penal-Debe,2016-04-25,73.4,0.0,0.0,18.3,93.2,1010.5,68.2,7.2,291.6,25.1,21023,65824,34.0,25.2,28.4,38.3,25.2,30.7,22.9
Penal-Debe,2016-04-26,81.7,2.1082,8.33,16.1,103.0,1009.9,60.8,7.5,274.2,23.4,20998,65829,32.0,25.8,27.8,39.2,25.8,30.6,24.3
Penal-Debe,2016-04-27,85.7,3.8861999999999997,8.33,16.1,106.6,1010.9,57.1,7.0,246.3,21.3,20974,65835,31.9,25.0,27.4,40.1,25.0,30.8,24.8
Penal-Debe,2016-04-28,80.6,0.889,4.17,17.2,98.0,1011.6,58.8,6.5,245.3,21.2,20951,65841,33.0,26.0,28.4,39.3,26.0,31.9,24.6
Penal-Debe,2016-04-29,80.7,3.9878,4.17,15.0,89.8,1011.8,58.7,6.3,170.1,14.7,20928,65847,31.0,26.0,28.0,39.1,26.0,31.7,24.3
Penal-Debe,2016-04-30,82.3,0.508,4.17,12.5,111.6,1011.8,57.0,6.5,80.1,7.0,20906,65854,31.0,25.0,27.6,36.6,25.0,30.2,24.2
Penal-Debe,2016-05-01,84.0,0.3048,4.17,14.1,98.1,1014.4,47.1,7.0,220.2,19.1,23071,64655,31.0,22.9,26.1,35.5,22.9,27.6,22.9
Penal-Debe,2016-05-02,90.1,12.2936,12.5,15.0,91.2,1014.1,79.5,5.6,182.1,15.6,23284,65496,26.0,23.2,24.9,26.0,23.2,24.9,23.1
Penal-Debe,2016-05-03,71.5,0.0,0.0,12.8,99.1,1012.8,21.9,6.8,290.3,25.1,22674,65789,33.0,22.0,27.1,35.3,22.0,27.8,20.8
Penal-Debe,2016-05-04,73.6,0.0,0.0,18.3,90.4,1013.7,36.7,7.7,248.1,21.4,21620,65784,33.0,23.8,28.0,37.1,23.8,30.0,22.6
Penal-Debe,2016-05-05,74.6,0.0,0.0,16.1,101.0,1012.8,51.0,7.9,282.5,24.2,20807,65894,33.0,24.9,28.1,37.1,24.9,30.1,22.8
Penal-Debe,2016-05-06,82.3,0.508,4.17,16.1,103.2,1012.6,49.9,7.0,262.8,22.7,20616,66317,32.0,24.8,27.7,39.9,24.8,30.4,24.3
Penal-Debe,2016-05-07,86.6,6.7056,8.33,20.8,96.1,1014.4,57.9,6.7,178.6,15.4,20975,66682,31.3,25.0,27.1,37.4,25.0,29.6,24.5
Penal-Debe,2016-05-08,84.5,4.495799999999999,12.5,12.8,107.2,1012.7,58.3,7.3,233.5,20.2,21347,66455,33.1,24.0,27.7,39.3,24.0,31.2,24.7
Penal-Debe,2016-05-09,79.3,0.1016,4.17,15.0,117.3,1012.1,51.6,7.0,255.2,22.1,21369,65538,34.1,24.9,28.8,40.6,24.9,32.4,24.6
Penal-Debe,2016-05-10,79.7,0.0,0.0,17.2,103.5,1010.7,46.9,7.6,214.7,18.6,21253,64423,33.0,24.1,28.5,40.6,24.1,32.2,24.4
Penal-Debe,2016-05-11,85.1,2.9972,4.17,15.0,106.3,1012.6,47.3,7.3,185.2,16.2,21452,63666,31.8,25.7,27.7,39.1,25.7,30.4,24.8
Penal-Debe,2016-05-12,78.6,0.3048,8.33,13.9,107.7,1012.1,36.8,7.4,186.6,16.2,22200,63798,33.0,23.2,27.7,38.1,23.2,30.0,23.3
Penal-Debe,2016-05-13,76.1,0.2032,4.17,13.9,110.8,1013.6,53.5,7.8,285.6,24.6,20686,65977,34.0,24.9,29.0,40.6,24.9,32.3,23.9
Penal-Debe,2016-05-14,88.2,0.3048,8.33,13.9,106.8,1013.8,53.4,6.8,225.3,19.4,20675,65989,30.0,24.8,27.0,36.2,24.8,29.1,24.8
Penal-Debe,2016-05-15,83.0,31.292799999999996,8.33,18.3,103.3,1014.6,62.6,6.5,197.5,17.1,20664,66002,32.0,24.0,27.4,36.8,24.0,29.8,24.0
Penal-Debe,2016-05-16,76.4,0.4064,4.17,18.3,106.6,1014.6,38.2,7.7,273.4,23.5,20654,66014,33.0,25.7,28.4,38.8,25.7,30.9,23.6
Penal-Debe,2016-05-17,81.3,0.9905999999999999,4.17,23.0,103.9,1014.2,60.5,6.7,240.0,20.8,20645,66027,31.0,25.0,28.1,37.8,25.0,31.6,24.5
Penal-Debe,2016-05-18,80.6,1.2953999999999999,8.33,20.8,97.3,1013.8,57.8,7.6,257.4,22.4,20636,66041,32.1,24.0,27.4,35.8,24.0,29.4,23.5
Penal-Debe,2016-05-19,77.9,0.0,0.0,19.7,88.4,1014.2,51.6,7.4,272.3,23.6,20628,66054,32.0,23.8,27.9,36.8,23.8,30.4,23.4
Penal-Debe,2016-05-20,78.7,0.0,0.0,18.3,99.4,1014.4,49.9,6.8,211.6,18.2,20622,66068,32.0,26.0,28.0,37.9,26.0,31.2,23.8
Penal-Debe,2016-05-21,87.6,3.175,12.5,13.9,100.9,1014.4,58.5,6.2,165.2,14.3,20616,66082,30.0,25.2,27.0,35.1,25.2,29.3,24.7
Penal-Debe,2016-05-22,89.1,5.08,12.5,13.9,106.0,1013.6,60.5,6.3,216.1,18.6,20610,66097,28.2,25.0,26.7,33.6,25.0,28.7,24.7
Penal-Debe,2016-05-23,82.5,1.4986,8.33,18.3,108.6,1014.9,51.8,6.5,246.2,21.3,20606,66112,31.2,25.8,27.9,37.8,25.8,31.0,24.5
Penal-Debe,2016-05-24,75.3,0.0,0.0,20.8,96.9,1016.1,39.4,6.6,282.3,24.4,20602,66127,32.0,25.2,28.2,36.8,25.2,30.5,23.2
Penal-Debe,2016-05-25,73.6,0.0,0.0,13.9,91.8,1014.9,40.6,7.2,253.0,21.8,20599,66142,33.0,22.9,27.4,37.1,22.9,29.1,21.9
Penal-Debe,2016-05-26,76.3,0.0,0.0,17.2,95.7,1013.1,49.6,7.7,195.0,16.7,20597,66157,33.0,23.0,27.7,38.1,23.0,30.2,22.9
